Contents,Class
@ayibeebee @ToAllahWeReturn Pretending to be against hate and being a Muslim means you are a liar. http://t.co/khXWkRaznm,racism
"RT @WolfSpirit2013: Cheikh Ould M?Kheitir sentenced to death for ?apostasy? in #Mauritania
This is #ShariaLaw
#cpc
http://t.co/7opotzqpBi h?",racism
"@JoRitson Is this your way of saying that you approve of Muslim men raping children, scumbag? Ignore the problem and create a distraction?",racism
@JoRitson Pieces of shit like you are doing everything in your power to exterminate white people.,racism
"@JoRitson Labor tells raped girls to go home and not bother them, the filthy animals.",racism
@JohnMannMP @JoRitson Muslims have been raping white girls with Labor's approval for 16 years. Any ukip just got there.,racism
@JohnMannMP @JoRitson Now you assholes continue to victimize those girls by trying to create distractions while letting the rapists go free.,racism
"RT @alihashem_tv: A new blow to #Islam by #Daesh , burning people is a new trend they are starting, what next? Castrating enemies on air",racism
RT @PeterTownsend7: #Muslim #Islam Welcome to the Hotel Islamfornia. May check out any time but never leave. http://t.co/8vVkPH55DH http://?,racism
"RT @pperrin: Good for Labour and now Tory's! Encouraging immigrants to enrich us, making the UK a better, freer, nicer place! http://t.co/7?",racism
@jacquard612 @hamza_al_habash @Loveussr Come back for a chat when you get a brain.,racism
@ibnabdulmajid The inmates of Aushwitz didn't fire rockets at anyone. And the Muslims loved the Nazis.  Fail!,racism
@Abu_Baraa1 @tanach67 Not by illiterate baby rapists like you and your prophet.,racism
@nebula_chain_ @PaulStephen8 Wheras Islam simply declared war on all humanity 1400 years ago and has never stopped. Time to return the favor,racism
"@Abu_Baraa1 Peace? You Idiot, Islam declared war on all humanity 1400 years ago. How can you blab on about peace. Time to exterminate Islam.",racism
"RT @WolfSpirit2013: #US Muslim holiday ?honored? by Conn. school district includes animal sacrifice by beheadings
http://t.co/g81RDR5ajt ht?",racism
Humanity struggled for hundreds of years to rid itself of the blight of slavery.  Leave it to the filth of #Islam to bring it right back.,racism
@JenniferCohagen @PCraigRoberts One more Putin paid internet propaganda troll blocked.,racism
@VegetaMoustache I hope they are good at cleaning blood and cut off heads off the streets.,racism
Kayla Mueller tried to help the Islamists with humanitarian aid and they showed how much they appreciated it by imprisoning her.  #Islam,racism
"RT @RudawEnglish: #ISIS has begun recruiting Moroccan prostitutes for its militants in Syria and #Iran, luring them with promises of money ?",racism
RT @curdistani: ISIS trying to stop people fleeing Talabyad (Gre Spi) with lie of tht thy have captured #Kobane&amp;rocket voices hit near are ?,racism
RT @edwinrowe: #Egyptian TV Host: Nobody Dares Admit That ISIS Crimes Are Based on Islamic Sources http://t.co/mzk5YMgzuN Egypt more honest?,racism
"@jihadi_11 @Shami_IS_back Hopefully the followers of the slave trader, and pedophile prophet, Mohammed.",racism
@jihadi_11 @Shami_IS_back Not an armed Ezidi was around when the Daesh began to slaughter and enslave them. So what are you crying about?,racism
"@jihadi_11 @Shami_IS_back When the filthy Daesh set off IEDs in Baghdad, they don't care if none of the victims are armed.You're a hypocrite",racism
"@Shami_IS_back Yes, that is why Mohammed called blacks ""rasin heads"".",racism
@ArarMaher Kind of the same thing the prophet Mohammed did.,racism
"@jihadi_11 @Sheikh_Times3 What do you care, scumbag? You murder and enslave unarmed Ezidi and Christian civilians.",racism
@Sheikh_Times3 Nice of ISIS to get them together in one place so we can take out the trash.,racism
"@Arab_Fury Entire unarmed innocent Ezidi families were slaughtered and enslaved by ISIS, so shut up, hypocrite.",racism
@Arab_Fury @guardian Poor kid. All he wanted was to grow up and behead Kuffir. We feel so bad for him.At 14 ISIS would have sent him to kill,racism
"@KenIsaacs1 @RaymondArroyo @DavidLimbaugh @AP Yes, if we just sit on our butts and let them murder and enslave Ezidis and Christians, ...",racism
"RT @ColdKurd: #Kobane
 West front
#YPG forces liberated the village of "" Qartl ""
17 km from Tell-abyad City",racism
@KJBar @JulieBishopMP It will be the same evil tentacles that are already there in a different uniform.,racism
Muslim abuse and murder of minority religions continues in all Muslim majority countries. http://t.co/1UoMvZWcCq #Islam #Pakistan #Syria,racism
@vernsviews The terrorists follow Islam exactly as it is defined in the Quran and the Hadith. There are over 100 Islam terrorist groups.,racism
"RT @ZaabSethna: This is well-written &amp; worth reading on daily life in Mosul today ""Caliphatalism?"" http://t.co/IbNJKUmHWk via @aminterest",racism
@vernsviews It's fair if the religion itself is extremist and if most of it's followers subscribe to what the religion invokes.,racism
"RT @WSCP1: Obamas *moderate* pals: Syrian Rebel Sharia Enforcers Storm Wedding Party, Arrest 17 For Listening To Music http://t.co/mSNFfEfM?",racism
RT @clarionproject: #Egypt court to hear case to designate #Turkey a state sponsor of terror http://t.co/1aQ8uJfshw http://t.co/kZwzyMUgOu,racism
"@abu__ramadi @ozchrisrock @amirshishani90 Why do you think your prophet called blacks ""rasin heads""?",racism
"@abu__ramadi And what race are Muslims exactly. The race of the stupid, blind and violent?",racism
@lsarsour @abu__ramadi 3 executions? That's about one tenths of a days worth for Islamically correct ISIS.,racism
@abu__ramadi @lsarsour @m_murhib You scum murdered 3000 unarmed Ezidi civilians in cold blood. And you expect people to buy your victimhood?,racism
"@AnsarulShariah @abu__ramadi You animals want to return to the imposition of slavery. You are, by definition, uncivilized scum.",racism
"@Israelites234 @scamp_faridxx @CNN The first crusaders were Muslims, microbrain.  400 years before the Europeans headed in other direction.",racism
@Israelites234 @LahavHarkov @Aliyaist @Gil_Hoffman @Jerusalem_Post Obviously you didn't bother to read up on Bandera.   Remain stupid!,racism
"@Israelites234 @Aliyaist Haven't seen that much idiotic and incoherent babbling, cliche and second hand propaganda in a long time.  Blocked.",racism
"@hal2012 @GerardGeorges4 @PentagonPresSec Still, my preference is to outlaw Islam globally, not to kill all Muslims.",racism
@hal2012 @GerardGeorges4 @PentagonPresSec But certainly exterminate all terrorist and jihadi groups.,racism
RT @SyrianperNews: #Mosul: Christian pastor #Paul_Jacob was sentenced to death and beheaded by #ISIS. #Iraq http://t.co/3eJJOT5GQa,racism
@TheInfoIslam Oh good. That get's them out from behind the civilians so that the Peshmerga can kill them.,racism
@slmnelmaghrbi @TheInfoIslam Even Muslims don't want to live under a dictatorship. And everybody living in ISIS land hates them.,racism
"@TheInfoIslam That's the disadvantage of following a religion of uneducated morons, so that you have to rely on Kufir for everything.",racism
@TheInfoIslam We all saw Cantlie's video of how Kobane was entirely taken by the Daesh and only mopping up was left.  We are still laughing.,racism
@TheInfoIslam Daesh murdered three thousand unarmed Ezidi civilians in cold blood and enslaved their women.  You want sympathy idiot?,racism
"@mir576607189 Looks like a slum, as people are forced to go to mosque at gun point. Daesh are creating hundreds of thousands of atheists.",racism
@DawlatnaMansura He says while immersed in Kufiri invented and built devices.,racism
@AbiAlbaraaShami @mir576607189 Too bad the Caliphate is too stupid to create it's own twitter. Madrassas only produce morons.,racism
@mir576607189 That's a complete lie. They murdered 3000 unarmed Ezidi civilians who had done nothing to them and enslaved their women.,racism
@DawlatnaMansura The next step in warfare is the ground drone. A robot that will walk up to the Jihadi and blow out his brains.,racism
@DawlatnaMansura The ground drone will be bullet proof and carry small rockets to intercept RPGs.,racism
@DawlatnaMansura The phony Allah worshiping madrassa rats will die at the hands of controllers a thousand miles away.,racism
@DawlatnaMansura The end result being that the Jihadi will be turned into a piece of outdated garbage with zero real world value.,racism
"@doammuslims @ajwatamr Scum bag Islamists evacuated all the Christian and Ezidi civilians from their homes in Mosul, Raqqa, Sinjar.",racism
@YRohaibani @ajwatamr Are those the Ezidi children murdered by Muslims?,racism
@ajwatamr @ExposeFalsehood And they would be right. The Quran and Hadith clearly declared war on all mankind 1400 years ago.,racism
@shamsmuna @ajwatamr Don't be an idiot.  There are more than 100 Muslim terrorist organizations. No other religion has anything close.,racism
@shamsmuna @ajwatamr Don't be an idiot. The Quran and the Hadith declared war on all mankind 1400 years ago. Time for mankind to declare war,racism
@ajwatamr @ExposeFalsehood The follower of the pedophile prophet tries to be funny. But the world will outlaw Islam soon.,racism
@YRohaibani @ajwatamr So you just blow off the ones murdered by the Islamists.  Using dead kids for your religious objectives.,racism
@ajwatamr @YRohaibani Coming from a scum bag that practices religious bigotry. http://t.co/vHY5tXvbfd,racism
@clouds789 @arabinowitz Did you learn that logic in a madrassa?,racism
@clouds789 @sergioba66 @ParaKeta Madrassa math.  Daesh threw manpower at Kobane in far disproportion to it's size.,racism
@Love___Egypt @washingtonpost Painting others as inhuman is exactly what the Quran does to non-believers.,racism
@Love___Egypt @washingtonpost Don't complain about bigotry when you practice a religion of bigotry. http://t.co/VnG32SFEes,racism
"@Love___Egypt @washingtonpost Islam is a pile of hatred, murder, bigotry, sexism.  Islam is filth that has divided and destroyed mankind.",racism
RT @PeterTownsend7: #Islam #ISIS Why beheadings? Because it's in the book!  http://t.co/CcVAw1M7LF http://t.co/CGDLnBIbkK,racism
RT @Juliet777777: AUSTRALIA: Lebanese Muslim husband 12-year-old pregnant wife arrested  sexual abuse http://t.co/SVYLP1qcDP #PATRIOTS http?,racism
RT @BernardGaynor: Islamic immigration is already leading to violent intimidation #auspol http://t.co/9t1Up0AZdx,racism
@geeky_zekey Thanks for showing again that blacks are the biggest racists. Blocked,racism
@golddinar1 @uygaraktas @Islam4EA When you wake up tomorrow you will find that Daesh reports were as real as your 72 virgin pigs.,racism
@States_Mujahid2 @Islam4EA Allah scewed up when he planned on Kobane. Now the free citizens of Kobane are rebuilding. http://t.co/0wCXCzfU7M,racism
@suzanneblueblue @AmyMek @SonnieJohnson Sharia law is far more evil than outlawing a few vices. Here. #Islam http://t.co/vJtyjZleeG,racism
"RT @MaajidNawaz: .@ggreenwald teaching me about discrimination, implies via the link that critiquing Islam is like being a homophobe http:/?",racism
@JRehling At that point in time America thought that Islam was just a normal religion. Now we know that it is a piece of filthy imperialism.,racism
"@JRehling Since Muslims don't speak out against their terrorists, why should we? http://t.co/95y5hLyP1C",racism
@Snerpusina @Just_Nafisa @FatimaFatwa Correct. Islamic permission to rape salve girls.,racism
@Just_Nafisa @FatimaFatwa @eS3udi @JRehling 2.3% my ass. At least half of them are murderous lunatics. http://t.co/uFqtM3HhyD,racism
@FatimaFatwa @eS3udi @Just_Nafisa @JRehling Exactly. ISIS follows the Quran and Hadiths to the letter.,racism
@Just_Nafisa @FatimaFatwa @eS3udi @JRehling That is another one of the common lies all Muslims tell to westerners. http://t.co/KMEwbpZihR,racism
"@Just_Nafisa @FatimaFatwa @eS3udi @JRehling I have four translations of the Quran. It is a murderous, hate mongering piece of filth.",racism
"@Love___Egypt @washingtonpost Muslims kill 50 times that many innocent non Muslims every day, so I don't care.",racism
@Love___Egypt @washingtonpost This is kiddie stuff compared to what Muslims do every day. http://t.co/748SXvjf2U,racism
@Love___Egypt @washingtonpost The Jews are trying to defend themselves against Muslims trying to exterminate them. http://t.co/CQZS0zo0Li,racism
@Love___Egypt @washingtonpost Islam is the murder of 280 million citizens of the earth by scum shouting Allahu Akbar. http://t.co/Bd4iFaNXtq,racism
@Just_Nafisa @FatimaFatwa @eS3udi @JRehling Of course.  That is because Islam is a religion of murder and other Muslims are in rifle range.,racism
"@Just_Nafisa @FatimaFatwa @eS3udi @JRehling But ISIS never attacked Muslims like they did Ezidis, killing them as ""non believers""",racism
@Love___Egypt @washingtonpost All the land that Islam holds came from war and murder. The US does not occupy a single country anywhere.,racism
"@eS3udi @Just_Nafisa @FatimaFatwa @JRehling If you are a Muslim, and if you have actually read the Quran, then you have to be a total liar.",racism
@WithTrish @JRehling Not nearly to the extent that they went insane over a Mohammed cartoon.,racism
"@WithTrish @JRehling You can stop the ""one Muslim"" nonsense. Look at what the Muslims tell the pollsters. http://t.co/wUrZen3W1p",racism
"@WithTrish @JRehling The difference is that Islam has a requirement for Jihad, has over 100 large terrorist orgs., and declared war on world",racism
@WithTrish @JRehling The world is doing nothing. Islam is producing the terrorist activities and has been for 1400 years.,racism
@WithTrish @JRehling Every religion and non religion on the planet is at war with Islam. Every border with a Muslim state is a bloody border,racism
"@discerningmumin Yes, the western world was unaware of the layer of Islamolunatics that lived under the thumbs of the dictators.",racism
"@discerningmumin And that meant that once the dictators were gone, the Islamolunatics would try to disrupt democracy with violence.",racism
"@discerningmumin Unfortunately, real Islam, as defined in the Quran and Hadith, is too backwards and inhuman even for most ME Muslims.",racism
@discerningmumin And since Islam declared war on all humanity. Humanity must return the favor and declare war on Islam.,racism
@discerningmumin What are you talking about provocation? Islam declared war with the world.  That is more than enough provocation.,racism
@discerningmumin How many Muslims there are is irrelevant. The declaration of war on mankind is clearly spelled out in Quran and Hadiths.,racism
"@discerningmumin It's Muslims that do virtually all the killing.  For example, 80% of civilians killed in Afghanistan are killed by Taliban.",racism
@discerningmumin Hamas was elected once and have not had elections since.They have skipped many elections. Mursi was going in same direction,racism
"@discerningmumin And if Muslims are angry that they can't force Islam on people, who cares? http://t.co/G43tlj1dGU",racism
@discerningmumin Wrong. Apostacy is the equivalent of leaving America and becoming a citizen of another country. There is no penalty.,racism
@discerningmumin The hypocrisy of Islam is that they expect to convert people from other religions but they murder converts from their own.,racism
"@discerningmumin And furthermore, they murder anyone who tries to convert a Muslim, but demand the freedom to convert non Muslims.",racism
@discerningmumin Islam is an entire religion built on intolerance and jihad. It's time for the world to stop tolerating it.,racism
"@discerningmumin Actually, Muslims enslaved far more than anyone else. The prophet Mohammed was a slave trader. Jesus had no slaves.",racism
"@discerningmumin Furthermore, the Muslims were the last to give up slavery, and many only did it under pressure from the west.",racism
@discerningmumin But the western world gave up slavery on it's own. No one forced them from the outside.,racism
"@discerningmumin And now, every Jihadi group wants to reinstate slavery in the present because the Quran approves it and Mohammed practiced.",racism
"@discerningmumin So if you are against slavery, you cannot be a Muslim. So why are you crying about slavery when the Quran approves it?",racism
@discerningmumin The first slaughterers were the Muslims. They invaded the Christian world 400 years before the crusades.,racism
"@discerningmumin The Muslims conquered 2/3 of the Christian world before it attacked back. So again, what are you crying about.",racism
@discerningmumin The Muslims also invaded India and murdered 80 million Hindus. They virtually exterminated all Buddhist on in India.,racism
@discerningmumin The Muslims attacked and murdered the Zoastrians in Persia and the Buddhists in Afghanistan.,racism
"@discerningmumin No minorities of any kind are left in Saudi and several other gulf states, having been exterminated by Muslims.",racism
@discerningmumin Now Muslim terror groups are trying to complete the job of killing or throwing out any remaining minority groups in Arabia.,racism
@discerningmumin Islam is the most genocidal religion on the planet.  Mankind must exterminate Islam or be exterminated by it.,racism
"@discerningmumin Because while other groups can evolve, the violence of the Quran and Hadith prevent Islam from ever being a human religion.",racism
"@raqqa_mcr The lesson the world learned about Islam is that when we get rid of their brutal dictators, they are replaced by brutal Islamists",racism
@Truth_Haqq Islam declared war on all mankind 1400 years ago. Now we return the favor. http://t.co/av4B4yCQzY,racism
@AlalamChannel ISIS continues their big successes against unarmed civilians. They just can't win a fight against anything but families.,racism
@discerningmumin Mohammed owned 28 slaves. So if you are against slavery you are against Mohammed. Otherwise you are just bull shiting.,racism
@discerningmumin But your whole conversation about slavery is phony bull shit propaganda since you follow a slave owner prophet.,racism
@discerningmumin Good. We have established that Muslims are slavers and that their humanity has failed to evolve past slave owning.,racism
"@discerningmumin By practicing Islam you are vomiting on all Jews, Christians and non believers. Check code of Umar. http://t.co/ArxeP7L88p",racism
"@discerningmumin It's not a prophet competition. It's about following a fraud who owned slaves, had people murdered, was a bigot, etc.",racism
@discerningmumin That's idiotic. Not holding a sick terrorist god sacred is far from not holding anything sacred.,racism
@discerningmumin Killing people because they believe differently than you and express that is not an excuse for murder except among Muslims.,racism
@discerningmumin I have no fear of idiots like you at all.What turns my stomach is the destruction to freedom and humanity that Islam causes,racism
"@discerningmumin Islam is a pile of manure that destroys human freedom, human life, human expression and creates endless divisiveness.",racism
@discerningmumin Oh please. Lecture me about porn when Muslims are the worlds biggest porn consumers and Islamic heaven is a brothel.,racism
@discerningmumin Islam has never been a resistance to oppression. It has always been source of oppression to both believers and non believer,racism
@discerningmumin Islam has Hadiths that tell you what hand to use to wipe your ass. There is zero room for individualism in it.,racism
"@discerningmumin Islam is a slave religion, both for it's followers and for the people it enslaves, and for the dhimmis it rules.",racism
"@discerningmumin I wouldn't be too concerned about that, because outside the canon of Islam, there is no historical evidence of Mohammed.",racism
@AlgerianWitness That's how Muslims react when the traffic light turns red.,racism
RT @The_Rebel_Heart: Islamic States reveals It's Air Force ! Lol Daesh bags Isis Isil  http://t.co/JAgBL5XzeH,racism
@amanda7743 Good tweet. But they actually start selling their daughters at 9.,racism
@MsIntervention Europe needs to expel their Muslim immigrants.,racism
RT @EVIL_DAESH: 12-yr-old sold as #ISIS slave to a 50-yr-old man said she didn't know what rape meant- only that she woke up bleeding http:?,racism
@taylored495 It's not about a single terrorist. There are an endless supply of them. It's about a hate cult called Islam.,racism
"RT @RavenHUWolf: Arab slave trade: 140 to 200 million non-Muslim slaves from all colors and nationalities - still happening today!
http://t?",racism
@FalconEye123456 May Allah bless him with 72 virgin pigs.,racism
@Jubathesniper5 @munthir555 ROFLMAO.  Where is the picture Daeshbag?,racism
@Almahiraa__ @munthir555 Nobody cares about your stupid rationalizations.  We are simple going to kill all the Daesh. Hope you are one of em,racism
@Dawlah__account @munthir555 Let's stop pretending and get the war between the Islamolunatics and the rest of the world started now.,racism
@munthir555 @The_Beamster @Sheikh_Times4 So let's get it over with. The world needs to declare war on Islam and get rid of the cancer.,racism
@PeopleMagUpdate And some idiots want to support the Muslims that are trying to exterminate Israel.,racism
"@globnewsen How long before some idiot politician tells us that this is not about Islam, but about some Islamic extremist? #Copenhagen",racism
RT @RavenHUWolf: The logic of Islam reflects clearly in those who follow its ideology and oaths to be muhammad's slave. http://t.co/cIAK7e9?,racism
"RT @RavenHUWolf: Islam's War On Women Continues. Islam continues to show how they value women...
http://t.co/6Uefi2sGBZ http://t.co/AL1emSK?",racism
"@watan71969 You are a total liar, just like your pedophile prophet. UN soldiers don't burn people alive.",racism
@watan71969 @geeky_zekey Problem with vile Muslims is that they try to rationalize &amp; excuse the crimes of Islam rather than get rid of them.,racism
"@watan71969 @geeky_zekey And looking at your page, I can see that you are in the business of photoshopping images, Islamist cocksucker.",racism
@watan71969 This is why the world knows that Muslims are Taqiyya liars that manufacture fraudulent data.,racism
@watan71969 @s_rsantorini630 This coming from a Muslim hypocrite -the religion that declared war on humanity and are population imperialists,racism
"@watan71969 @s_rsantorini630 @pari_passu The Muslims think that lying is the greatest of all virtues, after genocide.",racism
"@michellemalkin @TwitchyTeam As usual, he will say that Islamist terrorism has nothing to do with Islam.",racism
"RT @PamelaGeller: Copenhagen: Devout Muslim who fired on free speech event and synagogue opens fire on police, is killed: ?Polic... http://?",racism
@Number10gov I'm totally sick of these politically expedient statements after every attack by Islam on humanity.,racism
@truaemusic @mattybboi83 @Number10gov Capital Hill is a great example of how seldom the world attacks Islam given the daily provocations.,racism
"@wflanger @dandiedinmont @Number10gov Yeah, break relations with the only ME democracy that the Muslims are trying to exterminate. Smart.",racism
@_sara22_ @Number10gov Muslim terrorist execute people daily. But when rare response happens to that provocation they fake being the victims,racism
@batchelorshow @edgeofthesandbx @FearDept Ask the Muslims.  They are the ones killing all the Jews.,racism
@truaemusic @mattybboi83 @Number10gov Again you are the liar. Muslims invaded Europe 400 years before the crusades.,racism
@truaemusic @mattybboi83 @Number10gov Muslims invaded and conquered 2/3 of Christianity before Christians responded. So stick your lies.,racism
@truaemusic @mattybboi83 @Number10gov Islam is a hate mongering death cult that declared war on humanity. That fact should be talked about.,racism
"@shehzilk Stupid comment. That was illegal for US soldiers and they were punnished.  For Muslims, their organizations make murderers heroes.",racism
"@shehzilk @watan71969 Furthermore, your heroes the Taliban are responsible for the murder of 80% of Afghan civilians. So stick it asshole.",racism
"@shehzilk @watan71969 The asshole prophet Mohammed who was a slave trader, pedophile, murderer, war monger, sexist, bigot, caravan robber.",racism
"@ILTAFSHEHZAD Yeah, I know. Being a human being is against Islam. Islam must be outlawed.",racism
@watan71969 A shit sucking Muslim bigot like you wouldn't recognize history if it crawled up your cunt.You think photoshop is a truth machin,racism
@ILTAFSHEHZAD Why would I care about the opinion of a guy who follows a pedophile prophet?,racism
"@watan71969 @s_rsantorini630 @pari_passu Islam was made for stupid, violent, lying, criminal, useless thugs and you fill the bill exactly.",racism
"@shehzilk @watan71969 You dumb asshole, he legalized slavery, he raped slave girls, he was a pedophile. How can you call him great anything.",racism
@shehzilk @watan71969 These morons that you show talking about Mohammed give no facts and knew nothing about him.,racism
"@edgeofthesandbx @batchelorshow @FearDept Look, the heroes of the Torah exterminated every man, woman, child and animal in some cities.",racism
"@edgeofthesandbx @batchelorshow @FearDept I'm talking total extermination, bragged about right there in the book.",racism
"@edgeofthesandbx @batchelorshow @FearDept So, if I say that you must be a murdering fascist because you follow that book, am I right?",racism
@shehzilk @watan71969 Those Jews are assholes.  Most Jews are secular and humanist.  Most Muslims are Islamists. http://t.co/GQx6BZAFJ5,racism
@truaemusic @mattybboi83 @Number10gov If you don't think that Muslims invaded Christianity and Europe first you are to historically ignorant,racism
@shehzilk @watan71969 99% of the time you Muslims play the victim card it's a lie and the reverse is true. http://t.co/xQxxQ4wDho,racism
@shehzilk @watan71969 Read the statistics microbrain. Look at the percentage of the worlds Muslims that want to kill apostates.,racism
@truaemusic @mattybboi83 @Number10gov What matters is that people like you are trying to lay a guilt trip on us while ignoring the truth.,racism
@truaemusic @mattybboi83 @Number10gov Not masked. The Quran and the Hadith declared war on humanity 1400 years ago. http://t.co/tuOWg1ltyj,racism
@ILTAFSHEHZAD And 83:25 says they drink wine in heaven. So Islamic heaven is basically a drunken whore house. Very spiritual - lol.,racism
@truaemusic @mattybboi83 @Number10gov There are over 100 Islamic terrorist organizations. KKK Virtually dead. There is no canceling out.,racism
@truaemusic @mattybboi83 @Number10gov Child abuse is illegal in western culture. It is accepted in Islamic cultures because their prophet...,racism
@truaemusic @mattybboi83 @Number10gov Because Christianity is dying out and the Christian world has reformed itself.,racism
@truaemusic @mattybboi83 @Number10gov But Islam keeps trying to return to the 7th century.,racism
@truaemusic @mattybboi83 @Number10gov Islam cannot be reformed because it's vileness is too deep in the religion.,racism
"@truaemusic @mattybboi83 @Number10gov Mohammed was a murderer, Jesus wasn't. Mohammed was a rapist, Jesus wasn't.",racism
"@truaemusic @mattybboi83 @Number10gov Mohammed was a slave trader, Jesus wasn't.  Mohammed was a sexist, Jesus wasn't.",racism
"@truaemusic Mohammed led 17 military expeditions, beheaded 600 Jews in one day, married a six year old girl, etc. etc. Get the picture?",racism
"@truaemusic @mattybboi83 @Number10gov There is no comparing the vileness of Mohammed to Jesus or Buddha, or Lao Tse.He was simply a criminal",racism
@truaemusic @mattybboi83 @Number10gov And he was also a total fraud.  He made up the verses of the Quran when he needed them as he needed.,racism
@truaemusic The great left lie is that it's just a handful of extremists. http://t.co/kU63X9E4eQ,racism
@truaemusic The point is about what the society supports and what it does not support. Barbarity is not an aberration in Muslim society.,racism
@truaemusic And the Christian world got rid of slavery by itself.The Muslim world was pressured into getting rid of it and now returns to it,racism
"@truaemusic Again you are an idiot. ""Others did bad things, so we have to ignore the barbarity of Islam,""",racism
@truaemusic Who cares if it has been revised a million times. What does that have to do with the barbarity of Islam?,racism
"@truaemusic Yeah, and don't you waste your time hating homophones, sexists and racists. Are you going to do that?",racism
"@truaemusic You are defending the prophet Mohammed and he was a murderer, sexist, imperialist and bigot.",racism
@truaemusic I'm telling you that the religion of Islam is guilty of the murder of 280 million citizens of the earth and I will not ...,racism
@truaemusic ...have some PC pandered tell me to accept a cult of hate.,racism
@truaemusic The followers of the religion give a shit about the prophet of the religion. He is their example and always will be.,racism
"@truaemusic A religion who has a murdering, hating pedophile at it's core has no room to be reformed.",racism
@truaemusic Because more slavery exists in the Islamic world than anywhere else.  And I am very much against N. Korea.,racism
"@truaemusic By hating the ideaology that enables it, that is what I'm doing.",racism
"@truaemusic Islam is not a race, microbrain, it is a religion.  You can always tell a leftist, because when he runs out of arguments he...",racism
"@truaemusic The question is not about people doing bad things, it is about the religion supporting and demanding those things.",racism
"@truaemusic Okay, show me where Buddha or Lao Tse ever hurt anyone or advocated anyone be hurt.",racism
@truaemusic Buddha said that slavery was unacceptable 1100 years before the slave trader Mohammed came along.,racism
@truaemusic So if a Buddhist owns a slave you can say that he goes against his religion.  But a Muslim slave owner is not going against his.,racism
"@truaemusic This means that if you want to establish a humanist ideaology, Islam will get in the way much more than Buddhism.",racism
@awdnewsgerman @Raqqa_Sl Chomsky is a racist. Islam created ISIS.,racism
@kbalma But there are thousands of lone nut cases all motivated by Islam.,racism
@MEAN_MARINE One of the first thing the prophet Mohammed did in his Islamic quest was to start  murdering Jews.  It has never really stopped,racism
"RT @amronsomar: Well, Well, looks like one of the so-called ?innocent? Muslim students who was gunned down had some very pro-Islamic http:/?",racism
RT @jeanniology: Obama implies murder of 3 Muslims in NC is religious bigotry but terrorists slaughtering Jews in a Paris kosher deli is a ?,racism
RT @PeterTownsend7: #isis #quran #Islam 'No Compulsion in Religion' (Qu'ran 2:256)? Think again!  http://t.co/58fFleMt1n http://t.co/fXZDSr?,racism
"RT @Madasatrain69: @OZzSue @Muslim_Patrol @sneekinsneekout
Read an Islamist's tweet. http://t.co/7uAkhcWAvl
Insane.
Life denying. Heartless?",racism
RT @sneekinsneekout: @Madasatrain69 @OZzSue @Muslim_Patrol Being nice 2 islam is like hugging a serial killer and thinking he will stop bur?,racism
RT @ha_bibti: MT @aaronstein1: #Turkey is now the only major (Muslim majority) country in the Middle East that is not bombing #ISIS,racism
@jukes303 Islam created that monster and Islam has been creating them for 1400 years. http://t.co/PmntvTUQs4,racism
"RT @fatmaycollins: After the recent rape-murder case of a female Turkish student, other Turkish women are telling their stories to the worl?",racism
@ZamiraTwitt One way of helping to prevent such crimes would be to outlaw the sick and sexist religion of Islam that victimizes women.,racism
"@ZamiraTwitt On the contrary, the brutal, bigoted, sexist god of Islam encourages the abuse of women. http://t.co/AFuW9Veuu6",racism
@ZamiraTwitt Erdogan is a fascist Islamist scum bag. Women's employment has decreased 30% under him. Violence against women has increased.,racism
@morasilh @bbcturkce The Sunni Turkmen are genocidal criminals living off loot they stole from minorities. What they want counts for nothing,racism
RT @pies_n_prophet: @DayumGirly my point is that mohammeds example us used by some Muslim men to justify their paedophilia. http://t.co/rwy?,racism
"@DouglasKMurray Eventually followed by no future for Christians in UK, eventually followed by no future for atheists in UK.",racism
"@sibelo76 Yes, all that Islam is making ISIS so loving. Idiot! http://t.co/qJXDS8FMyW",racism
@jukes303 It's basically an empty excuse that leftists and Muslims use for their anti US bigotry.,racism
@jukes303 That's just as big a fallacy as the oil fallacy.  The US had zero to do with the creation of Al Queda.,racism
@jukes303 Unlike you I do read before making assumptions.  I read all of the Quran and many of the Hadiths.  That is how I know it's vile.,racism
@RichardDawkins The fact that there were two layers of evil to be dealt with in Iraq doesn't mean they should both be left alone.,racism
@RichardDawkins The parallel between the behavior of terrorist organizations and the prophet Mohammed is something I've preached for 15 year,racism
"@DavidRomeiPHD @ALWiss5 Anything an American does defines America, anything a Muslim does is an aberration? Idiot!",racism
"@ALWiss5 Guys in Guantanamo are militants captured in war.  People in ISIS cages are women and children, microbrain.",racism
"@ALWiss5 The jihadists fight for the interest of the Caliph and the pedophile prophet, not for the interest of the people.",racism
"@ChristophHeer52 Gee, last week it was the Nazis, this week the Zionists, next week the Martians.  Never has such a fool used the Buddha.",racism
"@uygaraktas After committing genocide and murdering countless civilians, scum bag Deash try to use babies for propaganda.",racism
@islamujahideen Islam is the perpetuity of oppression. And I thank ISIS for helping the world to kill Islam.,racism
"@Raja5aab @Quickieleaks So tell me, what could possible happen that you would consider to be proof that Allah and Mohammed were frauds.",racism
"@Raja5aab @Quickieleaks Yeah, I read that. And every verse of the Tao Te Ching is superior to every verse of the Quran. So Quran is fraud.",racism
"@Raja5aab @Quickieleaks I've seen it before microbrain. I just told you, every verse of the Tao Te Ching is superior to every verse of Quran",racism
